County Code,County Name,Distr Code,Distr Name,Sch Code,School Name,Pre-K,Half-Day K,Full-Day K,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,PK-12 Count,
01,ADAMS,0040,SCHOOL DISTRICT 27J,2945,FOUNDATIONS ACADEMY,0,44,45,84,84,84,84,83,85,83,75,0,0,0,0,751,
01,ADAMS,0040,SCHOOL DISTRICT 27J,3900,HENDERSON ELEMENTARY SCHOOL,56,29,56,57,83,95,108,64,0,0,0,0,0,0,0,548,
01,ADAMS,0040,SCHOOL DISTRICT 27J,4950,LANDMARK ACADEMY AT REUNION,0,44,44,87,87,86,87,87,83,87,70,0,0,0,0,762,
01,ADAMS,0040,SCHOOL DISTRICT 27J,5615,MARY E PENNOCK ELEMENTARY SCHOOL,0,43,25,102,107,138,109,113,0,0,0,0,0,0,0,637,
01,ADAMS,0040,SCHOOL DISTRICT 27J,6294,NORTH ELEMENTARY SCHOOL,58,0,54,52,64,50,56,39,0,0,0,0,0,0,0,373,
01,ADAMS,0040,SCHOOL DISTRICT 27J,6395,NORTHEAST ELEMENTARY SCHOOL,62,0,95,98,85,99,77,85,27,0,0,0,0,0,0,628,
01,ADAMS,0040,SCHOOL DISTRICT 27J,6638,OVERLAND TRAIL MIDDLE SCHOOL,0,0,0,0,0,0,0,0,194,205,214,0,0,0,0,613,
01,ADAMS,0040,SCHOOL DISTRICT 27J,6702,OTHO E STUART MIDDLE SCHOOL,0,0,0,0,0,0,0,0,251,218,219,0,0,0,0,688,
01,ADAMS,0040,SCHOOL DISTRICT 27J,7129,PRAIRIE VIEW HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,531,496,471,393,"1,891",
01,ADAMS,0040,SCHOOL DISTRICT 27J,7131,PRAIRIE VIEW MIDDLE SCHOOL,0,0,0,0,0,0,0,0,286,295,266,0,0,0,0,847,
01,ADAMS,0040,SCHOOL DISTRICT 27J,7714,SECOND CREEK ELEMENTARY SCHOOL,49,31,75,103,124,103,117,84,0,0,0,0,0,0,0,686,
01,ADAMS,0040,SCHOOL DISTRICT 27J,7725,SD 27J PRESCHOOL AT THE BRIGHTON LRC,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,
01,ADAMS,0040,SCHOOL DISTRICT 27J,8032,JOHN W THIMMIG ELEMENTARY SCHOOL,59,43,61,106,125,108,125,123,0,0,0,0,0,0,0,750,
01,ADAMS,0040,SCHOOL DISTRICT 27J,8060,SOUTH ELEMENTARY SCHOOL,0,0,77,96,83,69,104,85,0,0,0,0,0,0,0,514,
01,ADAMS,0040,SCHOOL DISTRICT 27J,8130,SOUTHEAST ELEMENTARY SCHOOL,0,38,49,98,107,110,99,101,0,0,0,0,0,0,0,602,
01,ADAMS,0040,SCHOOL DISTRICT 27J,8820,TURNBERRY ELEMENTARY,53,43,68,142,133,131,103,115,0,0,0,0,0,0,0,788,
01,ADAMS,0040,SCHOOL DISTRICT 27J,9230,VIKAN MIDDLE SCHOOL,0,0,0,0,0,0,0,0,202,212,178,0,0,0,0,592,
01,ADAMS,0040,SCHOOL DISTRICT 27J,9426,WEST RIDGE ELEMENTARY,75,20,101,120,110,114,112,116,0,0,0,0,0,0,0,768,
01,ADAMS,0040,SCHOOL DISTRICT 27J Total,,,528,372,956,"1,408","1,448","1,425","1,422","1,331","1,318","1,296","1,178","1,220","1,162","1,071",968,"17,103",
01,ADAMS,0050,BENNETT 29J,0763,BENNETT PRESCHOOL,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,
01,ADAMS,0050,BENNETT 29J,0770,BENNETT ELEMENTARY SCHOOL,0,71,0,67,86,64,75,79,0,0,0,0,0,0,0,442,
01,ADAMS,0050,BENNETT 29J,0774,BENNETT MIDDLE SCHOOL,0,0,0,0,0,0,0,0,84,98,71,0,0,0,0,253,
01,ADAMS,0050,BENNETT 29J,0775,BENNETT HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,99,88,71,59,317,
01,ADAMS,0050,BENNETT 29J Total,,,67,71,0,67,86,64,75,79,84,98,71,99,88,71,59,"1,079",
01,ADAMS,0060,STRASBURG 31J,7133,PRAIRIE CREEKS CHARTER SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,12,
01,ADAMS,0060,STRASBURG 31J,8328,STRASBURG ELEMENTARY SCHOOL,66,0,56,74,68,66,54,70,0,0,0,0,0,0,0,454,
01,ADAMS,0060,STRASBURG 31J,8332,HEMPHILL MIDDLE SCHOOL,0,0,0,0,0,0,0,0,81,92,74,0,0,0,0,247,
01,ADAMS,0060,STRASBURG 31J,8334,STRASBURG HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,75,84,86,84,329,
01,ADAMS,0060,STRASBURG 31J Total,,,66,0,56,74,68,66,54,70,81,92,74,75,86,89,91,"1,042",
