County Code,County Name,Distr Code,Distr Name,Sch Code,School Name,Pre-K,Half-Day K,Full-Day K,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,PK-12 Count
35,LARIMER,1550,Poudre R-1,3787,Harris Bilingual Elementary School, 	16 , 	-   , 	50 , 	50 , 	49 , 	52 , 	51 , 	50 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	318 
35,LARIMER,1550,Poudre R-1,4282,Irish Elementary School, 	38 , 	-   , 	51 , 	50 , 	53 , 	45 , 	56 , 	50 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	343 
35,LARIMER,1550,Poudre R-1,4456,Johnson Elementary School, 	27 , 	-   , 	48 , 	47 , 	47 , 	74 , 	68 , 	69 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	380 
35,LARIMER,1550,Poudre R-1,4698,Kinard Core Knowledge Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	276 , 	271 , 	267 , 	-   , 	-   , 	-   , 	-   , 	814 
35,LARIMER,1550,Poudre R-1,4793,Kruse Elementary School, 	18 , 	-   , 	71 , 	72 , 	83 , 	69 , 	66 , 	70 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	449 
35,LARIMER,1550,Poudre R-1,5014,Laurel Elementary School, 	15 , 	-   , 	57 , 	57 , 	58 , 	81 , 	62 , 	62 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	392 
35,LARIMER,1550,Poudre R-1,5068,Lesher Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	287 , 	258 , 	254 , 	-   , 	-   , 	-   , 	-   , 	799 
35,LARIMER,1550,Poudre R-1,5120,Liberty Common Charter School, 	-   , 	36 , 	52 , 	87 , 	86 , 	87 , 	87 , 	87 , 	87 , 	92 , 	92 , 	104 , 	92 , 	93 , 	81 ," 	1,163 "
35,LARIMER,1550,Poudre R-1,5168,Lincoln Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	177 , 	184 , 	218 , 	-   , 	-   , 	-   , 	-   , 	579 
35,LARIMER,1550,Poudre R-1,5196,Linton Elementary School, 	32 , 	-   , 	41 , 	46 , 	60 , 	60 , 	75 , 	57 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	371 
35,LARIMER,1550,Poudre R-1,5292,Lopez Elementary School, 	47 , 	1 , 	45 , 	68 , 	54 , 	53 , 	69 , 	59 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	396 
35,LARIMER,1550,Poudre R-1,5688,McGraw Elementary School, 	11 , 	-   , 	54 , 	53 , 	63 , 	66 , 	72 , 	56 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	375 
35,LARIMER,1550,Poudre R-1,5917,Mountain Sage Community School, 	-   , 	4 , 	20 , 	26 , 	47 , 	29 , 	41 , 	33 , 	24 , 	39 , 	26 , 	-   , 	-   , 	-   , 	-   , 	289 
35,LARIMER,1550,Poudre R-1,6476,O'Dea Elementary School, 	-   , 	-   , 	67 , 	90 , 	57 , 	81 , 	81 , 	70 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	446 
35,LARIMER,1550,Poudre R-1,6482,Olander Elementary School, 	15 , 	-   , 	58 , 	48 , 	61 , 	43 , 	64 , 	65 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	354 
35,LARIMER,1550,Poudre R-1,7043,PSD Options School, 	-   , 	4 , 	-   , 	12 , 	1 , 	6 , 	10 , 	5 , 	7 , 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	46 
35,LARIMER,1550,Poudre R-1,7104,Polaris Expeditionary Learning School, 	-   , 	-   , 	17 , 	18 , 	18 , 	18 , 	18 , 	18 , 	39 , 	44 , 	33 , 	35 , 	40 , 	32 , 	34 , 	364 
35,LARIMER,1550,Poudre R-1,7124,Poudre High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	521 , 	485 , 	471 , 	496 ," 	1,973 "
35,LARIMER,1550,Poudre R-1,7127,Poudre Community Academy, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	11 , 	32 , 	54 , 	62 , 	134 , 	293 
35,LARIMER,1550,Poudre R-1,7161,Preston Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	304 , 	350 , 	394 , 	-   , 	-   , 	-   , 	-   ," 	1,048 "
35,LARIMER,1550,Poudre R-1,7198,PSD Global Academy, 	-   , 	-   , 	7 , 	14 , 	8 , 	13 , 	17 , 	14 , 	18 , 	21 , 	22 , 	20 , 	23 , 	23 , 	51 , 	251 
35,LARIMER,1550,Poudre R-1,7218,Putnam Elementary School, 	71 , 	-   , 	43 , 	39 , 	39 , 	51 , 	37 , 	52 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	332 
35,LARIMER,1550,Poudre R-1,7325,Rice Elementary School, 	29 , 	-   , 	60 , 	67 , 	71 , 	65 , 	70 , 	67 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	429 
35,LARIMER,1550,Poudre R-1,7350,Riffenburgh Elementary School, 	-   , 	-   , 	66 , 	74 , 	70 , 	93 , 	86 , 	92 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	481 
35,LARIMER,1550,Poudre R-1,7470,Rocky Mountain High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	568 , 	475 , 	518 , 	495 ," 	2,056 "
35,LARIMER,1550,Poudre R-1,7834,Shepardson Elementary School, 	18 , 	-   , 	69 , 	69 , 	69 , 	75 , 	56 , 	68 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	424 
35,LARIMER,1550,Poudre R-1,8460,Tavelli Elementary School, 	16 , 	-   , 	92 , 	94 , 	80 , 	103 , 	76 , 	90 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	551 
35,LARIMER,1550,Poudre R-1,8852,Timnath Elementary School, 	14 , 	-   , 	68 , 	66 , 	68 , 	57 , 	71 , 	73 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	417 
35,LARIMER,1550,Poudre R-1,9251,Traut Core Elementary School, 	40 , 	1 , 	71 , 	75 , 	76 , 	75 , 	75 , 	75 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	488 
35,LARIMER,1550,Poudre R-1,9330,Webber Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	258 , 	274 , 	261 , 	-   , 	-   , 	-   , 	-   , 	793 
35,LARIMER,1550,Poudre R-1,9370,Eyestone Elementary School, 	39 , 	2 , 	80 , 	98 , 	95 , 	91 , 	98 , 	79 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	582 
35,LARIMER,1550,Poudre R-1,9374,Wellington Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	183 , 	158 , 	190 , 	-   , 	-   , 	-   , 	-   , 	531 
35,LARIMER,1550,Poudre R-1,9380,Werner Elementary School, 	-   , 	3 , 	54 , 	54 , 	69 , 	89 , 	72 , 	75 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	416 
35,LARIMER,1560,Thompson R2-J,0510,Conrad Ball Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	138 , 	124 , 	163 , 	-   , 	-   , 	-   , 	-   , 	425 
35,LARIMER,1560,Thompson R2-J,0808,Berthoud Elementary School, 	-   , 	-   , 	59 , 	67 , 	71 , 	78 , 	62 , 	82 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	419 
35,LARIMER,1560,Thompson R2-J,0812,Berthoud High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	151 , 	185 , 	158 , 	155 , 	649 
35,LARIMER,1560,Thompson R2-J,0865,B F Kitchen Elementary School, 	-   , 	-   , 	37 , 	37 , 	31 , 	24 , 	35 , 	38 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	202 
35,LARIMER,1560,Thompson R2-J,0870,Big Thompson Elementary School, 	-   , 	-   , 	37 , 	31 , 	31 , 	28 , 	27 , 	25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	179 
35,LARIMER,1560,Thompson R2-J,0890,Mary Blair Elementary School, 	-   , 	-   , 	28 , 	23 , 	43 , 	31 , 	40 , 	40 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	205 
35,LARIMER,1560,Thompson R2-J,1323,Carrie Martin Elementary School, 	-   , 	-   , 	31 , 	42 , 	34 , 	31 , 	31 , 	46 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	215 
35,LARIMER,1560,Thompson R2-J,1385,Centennial Elementary School, 	-   , 	-   , 	68 , 	51 , 	57 , 	58 , 	61 , 	69 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	364 
35,LARIMER,1560,Thompson R2-J,1920,Cottonwood Plains Elementary School, 	-   , 	-   , 	58 , 	68 , 	47 , 	60 , 	67 , 	63 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	363 
35,LARIMER,1560,Thompson R2-J,2089,Coyote Ridge Elementary School, 	-   , 	-   , 	41 , 	55 , 	49 , 	52 , 	53 , 	46 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	296 
35,LARIMER,1560,Thompson R2-J,3320,Garfield Elementary School, 	-   , 	-   , 	34 , 	36 , 	22 , 	35 , 	42 , 	43 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	212 
35,LARIMER,1560,Thompson R2-J,3945,High Plains School, 	-   , 	-   , 	54 , 	61 , 	66 , 	46 , 	48 , 	54 , 	64 , 	49 , 	61 , 	-   , 	-   , 	-   , 	-   , 	503 
35,LARIMER,1560,Thompson R2-J,4332,Ivy Stockwell Elementary School, 	-   , 	-   , 	50 , 	66 , 	56 , 	62 , 	59 , 	63 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	356 
35,LARIMER,1560,Thompson R2-J,5018,Laurene Edmondson Elementary School, 	-   , 	-   , 	44 , 	33 , 	43 , 	41 , 	26 , 	24 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	211 
35,LARIMER,1560,Thompson R2-J,5121,LEAP School, 	-   , 	12 , 	-   , 	19 , 	19 , 	15 , 	15 , 	13 , 	12 , 	10 , 	11 , 	4 , 	6 , 	7 , 	1 , 	144 
35,LARIMER,1560,Thompson R2-J,5170,Lincoln Elementary School, 	-   , 	-   , 	30 , 	31 , 	37 , 	33 , 	32 , 	29 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	192 
35,LARIMER,1560,Thompson R2-J,5235,Loveland Classical School, 	-   , 	44 , 	49 , 	88 , 	94 , 	90 , 	87 , 	94 , 	93 , 	85 , 	73 , 	55 , 	33 , 	28 , 	18 , 	931 
35,LARIMER,1560,Thompson R2-J,5312,Bill Reed Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	183 , 	210 , 	231 , 	-   , 	-   , 	-   , 	-   , 	624 
35,LARIMER,1560,Thompson R2-J,5316,Loveland High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	390 , 	383 , 	367 , 	420 ," 	1,560 "
35,LARIMER,1560,Thompson R2-J,5335,Lucile Erwin Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	285 , 	298 , 	246 , 	-   , 	-   , 	-   , 	-   , 	829 
35,LARIMER,1560,Thompson R2-J,5393,Thompson Integrated Early Childhood, 	409 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	409 
35,LARIMER,1560,Thompson R2-J,5992,Monroe Elementary School, 	-   , 	-   , 	39 , 	31 , 	41 , 	45 , 	36 , 	32 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	224 
35,LARIMER,1560,Thompson R2-J,6163,Mountain View High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	303 , 	280 , 	269 , 	318 ," 	1,170 "
35,LARIMER,1560,Thompson R2-J,6194,Namaqua Elementary School, 	-   , 	-   , 	31 , 	43 , 	34 , 	47 , 	46 , 	52 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	253 
35,LARIMER,1560,Thompson R2-J,6220,New Vision Charter School, 	-   , 	-   , 	115 , 	112 , 	112 , 	113 , 	84 , 	84 , 	112 , 	85 , 	57 , 	-   , 	-   , 	-   , 	-   , 	874 
35,LARIMER,1560,Thompson R2-J,7113,Ponderosa Elementary, 	-   , 	2 , 	58 , 	53 , 	58 , 	63 , 	73 , 	48 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	355 
35,LARIMER,1560,Thompson R2-J,7640,Sarah Milner Elementary School, 	-   , 	-   , 	31 , 	39 , 	45 , 	46 , 	48 , 	37 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	246 
35,LARIMER,1560,Thompson R2-J,8824,Thompson Valley High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	272 , 	249 , 	248 , 	274 ," 	1,043 "
35,LARIMER,1560,Thompson R2-J,8918,Truscott Elementary School, 	-   , 	-   , 	39 , 	46 , 	38 , 	36 , 	33 , 	31 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	223 
35,LARIMER,1560,Thompson R2-J,8925,Turner Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	158 , 	145 , 	157 , 	-   , 	-   , 	-   , 	-   , 	460 
35,LARIMER,1560,Thompson R2-J,9228,Walt Clark Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	117 , 	142 , 	159 , 	-   , 	-   , 	-   , 	-   , 	418 
35,LARIMER,1560,Thompson R2-J,9260,Harold Ferguson High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	6 , 	11 , 	24 , 	79 , 	120 
35,LARIMER,1560,Thompson R2-J,9674,Winona Elementary School, 	-   , 	-   , 	57 , 	46 , 	53 , 	48 , 	52 , 	35 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	291 
35,LARIMER,1570,Estes Park R-3,2788,Estes Park Options School, 	-   , 	-   , 	1 , 	8 , 	5 , 	4 , 	2 , 	5 , 	2 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	27 
35,LARIMER,1570,Estes Park R-3,2790,Estes Park K-5 School, 	13 , 	-   , 	58 , 	74 , 	51 , 	61 , 	59 , 	78 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	394 
35,LARIMER,1570,Estes Park R-3,2792,Estes Park Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	75 , 	74 , 	76 , 	-   , 	-   , 	-   , 	-   , 	225 
35,LARIMER,1570,Estes Park R-3,2794,Estes Park High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	100 , 	92 , 	97 , 	86 , 	375 
36,LAS ANIMAS,1580,Trinidad 1,1386,Trinidad Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	84 , 	69 , 	79 , 	-   , 	-   , 	-   , 	-   , 	232 
36,LAS ANIMAS,1580,Trinidad 1,2944,Fisher's Peak Elementary School, 	-   , 	-   , 	55 , 	62 , 	55 , 	58 , 	55 , 	57 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	342 
36,LAS ANIMAS,1580,Trinidad 1,8906,Trinidad High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	59 , 	52 , 	43 , 	46 , 	200 
36,LAS ANIMAS,1590,Primero Reorganized 2,7160,Primero Elementary School, 	18 , 	-   , 	19 , 	14 , 	15 , 	19 , 	12 , 	18 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	115 
36,LAS ANIMAS,1590,Primero Reorganized 2,7164,Primero Junior-Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	24 , 	24 , 	15 , 	14 , 	8 , 	12 , 	9 , 	106 
36,LAS ANIMAS,1600,Hoehne Reorganized 3,4048,Hoehne Schools, 	10 , 	-   , 	23 , 	17 , 	26 , 	22 , 	19 , 	29 , 	28 , 	26 , 	24 , 	34 , 	27 , 	19 , 	26 , 	330 
36,LAS ANIMAS,1620,Aguilar Reorganized 6,0058,Aguilar Elementary School, 	12 , 	-   , 	10 , 	4 , 	9 , 	6 , 	9 , 	7 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	57 
36,LAS ANIMAS,1620,Aguilar Reorganized 6,0066,Aguilar Junior-Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	3 , 	9 , 	7 , 	9 , 	8 , 	4 , 	3 , 	43 
36,LAS ANIMAS,1750,Branson Reorganized 82,0948,Branson School Online, 	-   , 	-   , 	26 , 	30 , 	41 , 	43 , 	39 , 	41 , 	45 , 	52 , 	48 , 	54 , 	37 , 	34 , 	32 , 	522 
36,LAS ANIMAS,1750,Branson Reorganized 82,0978,Branson School, 	-   , 	-   , 	5 , 	3 , 	5 , 	3 , 	6 , 	4 , 	6 , 	5 , 	10 , 	8 , 	7 , 	8 , 	2 , 	72 
36,LAS ANIMAS,1760,Kim Reorganized 88,4690,Kim Elementary School, 	7 , 	-   , 	2 , 	-   , 	2 , 	2 , 	2 , 	6 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	21 
36,LAS ANIMAS,1760,Kim Reorganized 88,4694,Kim Undivided High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	4 , 	1 , 	4 , 	1 , 	4 , 	4 , 	5 , 	23 
37,LINCOLN,1780,Genoa-Hugo C113,4162,Genoa-Hugo School, 	25 , 	-   , 	27 , 	13 , 	17 , 	15 , 	13 , 	18 , 	12 , 	13 , 	11 , 	20 , 	9 , 	11 , 	18 , 	222 
37,LINCOLN,1790,Limon RE-4J,5132,Limon Elementary School, 	-   , 	-   , 	36 , 	26 , 	32 , 	31 , 	27 , 	25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	177 
37,LINCOLN,1790,Limon RE-4J,5136,Limon Junior-Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	33 , 	39 , 	35 , 	56 , 	25 , 	35 , 	31 , 	254 
37,LINCOLN,1810,Karval RE-23,4502,Karval Elementary School, 	9 , 	-   , 	3 , 	4 , 	1 , 	2 , 	2 , 	5 , 	3 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	29 
37,LINCOLN,1810,Karval RE-23,4506,Karval Junior-Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	6 , 	5 , 	2 , 	5 , 	1 , 	2 , 	21 
38,LOGAN,1828,Valley RE-1,0515,Ayres Elementary School, 	-   , 	-   , 	141 , 	136 , 	146 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	423 
38,LOGAN,1828,Valley RE-1,1220,Caliche Elementary School, 	16 , 	-   , 	6 , 	21 , 	22 , 	13 , 	18 , 	23 , 	14 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	133 
38,LOGAN,1828,Valley RE-1,1224,Caliche Junior-Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	18 , 	21 , 	26 , 	24 , 	20 , 	18 , 	127 
38,LOGAN,1828,Valley RE-1,1321,Campbell Elementary School, 	-   , 	-   , 	-   , 	-   , 	-   , 	136 , 	136 , 	149 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	421 
38,LOGAN,1828,Valley RE-1,3729,Hagen Early Education Center, 	119 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	119 
38,LOGAN,1828,Valley RE-1,8256,Sterling Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	144 , 	142 , 	145 , 	-   , 	-   , 	-   , 	-   , 	431 
38,LOGAN,1828,Valley RE-1,8260,Sterling High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	122 , 	113 , 	105 , 	110 , 	450 
38,LOGAN,1850,Frenchman RE-3,2980,Fleming Elementary School, 	21 , 	-   , 	13 , 	13 , 	16 , 	13 , 	12 , 	17 , 	15 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	120 
38,LOGAN,1850,Frenchman RE-3,2988,Fleming High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	19 , 	10 , 	6 , 	17 , 	11 , 	10 , 	73 
38,LOGAN,1860,Buffalo RE-4J,5802,Merino Elementary School, 	-   , 	-   , 	22 , 	22 , 	25 , 	24 , 	24 , 	24 , 	26 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	167 
38,LOGAN,1860,Buffalo RE-4J,5806,Merino Junior Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	27 , 	24 , 	25 , 	24 , 	19 , 	22 , 	141 
38,LOGAN,1870,Plateau RE-5,6834,Peetz Elementary School, 	17 , 	-   , 	14 , 	14 , 	10 , 	15 , 	11 , 	8 , 	10 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	99 
38,LOGAN,1870,Plateau RE-5,6838,Peetz Junior-Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	11 , 	9 , 	15 , 	7 , 	4 , 	10 , 	56 
39,MESA,1980,De Beque 49JT,2126,De Beque PK-12 School District 49JT, 	12 , 	-   , 	19 , 	13 , 	17 , 	13 , 	18 , 	6 , 	8 , 	17 , 	16 , 	5 , 	12 , 	9 , 	6 , 	171 
39,MESA,1990,Plateau Valley 50,3582,Grand Mesa High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	6 , 	77 , 	83 
39,MESA,1990,Plateau Valley 50,7024,Plateau Valley Elementary School, 	9 , 	-   , 	13 , 	15 , 	18 , 	10 , 	25 , 	20 , 	16 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	126 
39,MESA,1990,Plateau Valley 50,7028,Plateau Valley Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	15 , 	27 , 	-   , 	-   , 	-   , 	-   , 	42 
39,MESA,1990,Plateau Valley 50,7032,Plateau Valley High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	29 , 	26 , 	30 , 	20 , 	105 
39,MESA,2000,Mesa County Valley 51,0262,Appleton Elementary School, 	26 , 	-   , 	62 , 	66 , 	69 , 	66 , 	60 , 	68 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	417 
39,MESA,2000,Mesa County Valley 51,0361,Fruita 8/9 School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	319 , 	478 , 	-   , 	-   , 	-   , 	797 
39,MESA,2000,Mesa County Valley 51,0362,Rim Rock Elementary School, 	25 , 	-   , 	47 , 	50 , 	51 , 	58 , 	53 , 	67 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	351 
39,MESA,2000,Mesa County Valley 51,0363,Pear Park Elementary School, 	29 , 	-   , 	85 , 	80 , 	63 , 	52 , 	73 , 	61 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	443 
39,MESA,2000,Mesa County Valley 51,0900,Bookcliff Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	165 , 	201 , 	185 , 	-   , 	-   , 	-   , 	-   , 	551 
39,MESA,2000,Mesa County Valley 51,1046,Broadway Elementary School, 	21 , 	-   , 	38 , 	29 , 	36 , 	42 , 	33 , 	40 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	239 
39,MESA,2000,Mesa County Valley 51,1297,Monument Ridge Elementary School, 	18 , 	-   , 	50 , 	50 , 	41 , 	43 , 	47 , 	40 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	289 
39,MESA,2000,Mesa County Valley 51,1450,Central High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	452 , 	445 , 	355 , 	331 ," 	1,583 "
39,MESA,2000,Mesa County Valley 51,1520,Chatfield Elementary School, 	46 , 	-   , 	64 , 	63 , 	41 , 	64 , 	45 , 	67 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	390 
39,MESA,2000,Mesa County Valley 51,1619,Chipeta Elementary School, 	-   , 	-   , 	73 , 	69 , 	59 , 	55 , 	67 , 	76 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	399 
39,MESA,2000,Mesa County Valley 51,1686,Clifton Elementary School, 	31 , 	1 , 	58 , 	57 , 	58 , 	62 , 	68 , 	60 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	395 
39,MESA,2000,Mesa County Valley 51,2128,Independence Academy, 	15 , 	-   , 	44 , 	49 , 	50 , 	50 , 	50 , 	51 , 	45 , 	43 , 	41 , 	-   , 	-   , 	-   , 	-   , 	438 
39,MESA,2000,Mesa County Valley 51,2224,Dos Rios Elementary School, 	25 , 	-   , 	62 , 	44 , 	43 , 	44 , 	49 , 	43 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	310 
39,MESA,2000,Mesa County Valley 51,2297,Dual Immersion Academy School, 	28 , 	-   , 	49 , 	45 , 	45 , 	46 , 	43 , 	48 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	304 
39,MESA,2000,Mesa County Valley 51,2392,East Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	126 , 	164 , 	145 , 	-   , 	-   , 	-   , 	-   , 	435 
39,MESA,2000,Mesa County Valley 51,2724,New Emerson School at Columbus, 	-   , 	-   , 	24 , 	22 , 	21 , 	23 , 	22 , 	18 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	130 
