County Code,County Name,Distr Code,Distr Name,Sch Code,School Name,Pre-K,Half-Day K,Full-Day K,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,PK-12 Count
21,EL PASO,1040,Academy 20,9714,Woodmen-Roberts Elementary School, 	26 , 	-   , 	64 , 	52 , 	77 , 	78 , 	67 , 	68 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	432 
21,EL PASO,1050,Ellicott 22,2638,Ellicott Elementary School, 	94 , 	-   , 	85 , 	76 , 	70 , 	68 , 	55 , 	76 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	524 
21,EL PASO,1050,Ellicott 22,2640,Ellicott Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	62 , 	77 , 	63 , 	-   , 	-   , 	-   , 	-   , 	202 
21,EL PASO,1050,Ellicott 22,2642,Ellicott Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	74 , 	72 , 	65 , 	65 , 	276 
21,EL PASO,1060,Peyton 23 Jt,6626,Peyton Online Academy, 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	2 , 	2 , 	1 , 	3 , 	-   , 	3 , 	6 , 	4 , 	7 , 	29 
21,EL PASO,1060,Peyton 23 Jt,6811,Peyton College Academy, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	2 , 	6 , 	14 , 	6 , 	28 
21,EL PASO,1060,Peyton 23 Jt,6898,Peyton Elementary School, 	26 , 	-   , 	31 , 	23 , 	39 , 	34 , 	26 , 	35 , 	38 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	252 
21,EL PASO,1060,Peyton 23 Jt,6900,Peyton Junior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	44 , 	51 , 	-   , 	-   , 	-   , 	-   , 	95 
21,EL PASO,1060,Peyton 23 Jt,6902,Peyton Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	61 , 	43 , 	50 , 	56 , 	210 
21,EL PASO,1070,Hanover 28,3758,Hanover Junior-Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	24 , 	17 , 	24 , 	25 , 	24 , 	22 , 	19 , 	155 
21,EL PASO,1070,Hanover 28,6701,Prairie Heights Elementary School, 	26 , 	-   , 	19 , 	17 , 	19 , 	12 , 	15 , 	20 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	128 
21,EL PASO,1080,Lewis-Palmer 38,2295,Monument Charter Academy, 	76 , 	20 , 	77 , 	102 , 	94 , 	111 , 	99 , 	114 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	693 
21,EL PASO,1080,Lewis-Palmer 38,3539,Bear Creek Elementary School, 	103 , 	13 , 	92 , 	110 , 	97 , 	102 , 	117 , 	133 , 	125 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	892 
21,EL PASO,1080,Lewis-Palmer 38,4686,Ray E Kilmer Elementary School, 	46 , 	-   , 	49 , 	37 , 	42 , 	49 , 	47 , 	43 , 	64 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	377 
21,EL PASO,1080,Lewis-Palmer 38,5093,Monument Charter Academy Secondary School , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	124 , 	137 , 	143 , 	42 , 	29 , 	-   , 	-   , 	475 
21,EL PASO,1080,Lewis-Palmer 38,5096,Lewis-Palmer Elementary School, 	-   , 	-   , 	48 , 	47 , 	63 , 	53 , 	56 , 	74 , 	62 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	403 
21,EL PASO,1080,Lewis-Palmer 38,5098,Lewis-Palmer Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	393 , 	404 , 	-   , 	-   , 	-   , 	-   , 	797 
21,EL PASO,1080,Lewis-Palmer 38,5100,Lewis-Palmer High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	269 , 	308 , 	279 , 	296 ," 	1,152 "
21,EL PASO,1080,Lewis-Palmer 38,6678,Palmer Ridge High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	286 , 	283 , 	310 , 	331 ," 	1,210 "
21,EL PASO,1080,Lewis-Palmer 38,6682,Palmer Lake Elementary School, 	-   , 	-   , 	34 , 	37 , 	47 , 	35 , 	50 , 	47 , 	53 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	303 
21,EL PASO,1080,Lewis-Palmer 38,7165,Prairie Winds Elementary School, 	-   , 	1 , 	45 , 	46 , 	37 , 	53 , 	45 , 	47 , 	61 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	335 
21,EL PASO,1110,District 49,0101,ALLIES, 	-   , 	-   , 	-   , 	-   , 	19 , 	37 , 	44 , 	20 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	120 
21,EL PASO,1110,District 49,0431,Falcon Homeschool Program, 	-   , 	-   , 	11 , 	16 , 	21 , 	27 , 	29 , 	53 , 	53 , 	57 , 	75 , 	61 , 	54 , 	48 , 	26 , 	531 
21,EL PASO,1110,District 49,0448,Rocky Mountain Classical Academy Homeschool, 	-   , 	-   , 	50 , 	54 , 	56 , 	51 , 	44 , 	56 , 	42 , 	35 , 	29 , 	22 , 	28 , 	12 , 	-   , 	479 
21,EL PASO,1110,District 49,0467,Mountain View Academy, 	-   , 	-   , 	76 , 	80 , 	35 , 	45 , 	32 , 	26 , 	47 , 	13 , 	-   , 	-   , 	-   , 	-   , 	-   , 	354 
21,EL PASO,1110,District 49,0555,Banning Lewis Ranch Academy, 	-   , 	-   , 	122 , 	139 , 	132 , 	132 , 	131 , 	136 , 	171 , 	147 , 	155 , 	147 , 	114 , 	83 , 	67 ," 	1,676 "
21,EL PASO,1110,District 49,0696,Bennett Ranch Elementary School, 	41 , 	-   , 	73 , 	61 , 	57 , 	50 , 	50 , 	51 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	383 
21,EL PASO,1110,District 49,1275,Pioneer Technology and Arts Academy, 	-   , 	-   , 	65 , 	37 , 	21 , 	27 , 	26 , 	23 , 	21 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	220 
21,EL PASO,1110,District 49,1618,Evans Elementary School, 	-   , 	-   , 	84 , 	81 , 	90 , 	77 , 	75 , 	93 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	500 
21,EL PASO,1110,District 49,2877,Springs Studio for Academic Excellence, 	-   , 	-   , 	-   , 	-   , 	-   , 	6 , 	14 , 	15 , 	33 , 	46 , 	44 , 	37 , 	69 , 	83 , 	77 , 	424 
21,EL PASO,1110,District 49,2902,Falcon Elementary School of Technology, 	-   , 	-   , 	39 , 	39 , 	44 , 	41 , 	55 , 	41 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	259 
21,EL PASO,1110,District 49,2906,Falcon Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	284 , 	330 , 	310 , 	-   , 	-   , 	-   , 	-   , 	924 
21,EL PASO,1110,District 49,2908,Falcon High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	358 , 	305 , 	307 , 	309 ," 	1,279 "
21,EL PASO,1110,District 49,3475,GOAL Academy, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	410 , 	757 ," 	1,239 "," 	2,922 "," 	5,328 "
21,EL PASO,1110,District 49,4102,Horizon Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	243 , 	226 , 	240 , 	-   , 	-   , 	-   , 	-   , 	709 
21,EL PASO,1110,District 49,4251,Grand Peak Academy, 	-   , 	-   , 	90 , 	69 , 	83 , 	67 , 	74 , 	75 , 	63 , 	54 , 	43 , 	-   , 	-   , 	-   , 	-   , 	618 
21,EL PASO,1110,District 49,4272,Inspiration View Elementary School, 	28 , 	-   , 	103 , 	95 , 	88 , 	67 , 	80 , 	76 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	537 
21,EL PASO,1110,District 49,5191,Liberty Tree Academy, 	-   , 	-   , 	58 , 	57 , 	55 , 	56 , 	58 , 	60 , 	55 , 	86 , 	56 , 	51 , 	29 , 	27 , 	-   , 	648 
21,EL PASO,1110,District 49,5779,Meridian Ranch Elementary School, 	25 , 	-   , 	95 , 	100 , 	95 , 	125 , 	112 , 	111 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	663 
21,EL PASO,1110,District 49,6483,Odyssey Elementary School, 	24 , 	-   , 	67 , 	50 , 	70 , 	55 , 	59 , 	72 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	397 
21,EL PASO,1110,District 49,6614,Evans CPCD Head Start, 	1 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 
21,EL PASO,1110,District 49,6653,Power Technical Early College, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	54 , 	42 , 	54 , 	52 , 	55 , 	45 , 	38 , 	340 
21,EL PASO,1110,District 49,6810,Patriot High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	9 , 	9 , 	19 , 	41 , 	78 
21,EL PASO,1110,District 49,6821,Pikes Peak Early College, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	26 , 	25 , 	30 , 	53 , 	134 
21,EL PASO,1110,District 49,6935,Pikes Peak School Expeditionary Learning, 	-   , 	-   , 	40 , 	45 , 	46 , 	45 , 	45 , 	46 , 	46 , 	40 , 	39 , 	-   , 	-   , 	-   , 	-   , 	392 
21,EL PASO,1110,District 49,7317,Remington Elementary School, 	42 , 	-   , 	100 , 	104 , 	88 , 	99 , 	113 , 	82 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	628 
21,EL PASO,1110,District 49,7339,Ridgeview Elementary School, 	59 , 	-   , 	86 , 	89 , 	77 , 	98 , 	81 , 	82 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	572 
21,EL PASO,1110,District 49,7463,Rocky Mountain Classical Academy, 	-   , 	-   , 	133 , 	135 , 	133 , 	134 , 	108 , 	124 , 	115 , 	108 , 	106 , 	-   , 	-   , 	-   , 	-   ," 	1,096 "
21,EL PASO,1110,District 49,7613,Sand Creek High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	289 , 	288 , 	278 , 	291 ," 	1,146 "
21,EL PASO,1110,District 49,7960,Skyview Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	330 , 	323 , 	352 , 	-   , 	-   , 	-   , 	-   ," 	1,005 "
21,EL PASO,1110,District 49,8010,Springs Ranch Elementary School, 	46 , 	-   , 	101 , 	95 , 	100 , 	94 , 	85 , 	79 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	600 
21,EL PASO,1110,District 49,8266,Stetson Elementary School, 	70 , 	-   , 	61 , 	61 , 	72 , 	66 , 	60 , 	81 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	471 
21,EL PASO,1110,District 49,8791,Vista Ridge High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	395 , 	409 , 	421 , 	419 ," 	1,644 "
21,EL PASO,1110,District 49,9706,Woodmen Hills Elementary School, 	53 , 	-   , 	99 , 	86 , 	98 , 	95 , 	75 , 	105 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	611 
21,EL PASO,1120,Edison 54 JT,2514,Edison Elementary School, 	7 , 	-   , 	8 , 	2 , 	7 , 	6 , 	5 , 	10 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	45 
21,EL PASO,1120,Edison 54 JT,2523,Edison Prep, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	8 , 	16 , 	29 , 	54 
21,EL PASO,1120,Edison 54 JT,2526,Edison Junior-Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	7 , 	6 , 	5 , 	5 , 	3 , 	4 , 	8 , 	38 
21,EL PASO,1130,Miami/Yoder 60 JT,5850,Miami/Yoder Elementary School, 	27 , 	-   , 	19 , 	15 , 	20 , 	18 , 	23 , 	25 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	147 
21,EL PASO,1130,Miami/Yoder 60 JT,5854,Miami-Yoder Middle/High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	23 , 	23 , 	26 , 	22 , 	20 , 	22 , 	30 , 	166 
22,FREMONT,1140,Canon City RE-1,1262,Canon City Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	128 , 	119 , 	123 , 	-   , 	-   , 	-   , 	-   , 	370 
22,FREMONT,1140,Canon City RE-1,1266,Canon City High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	278 , 	253 , 	228 , 	205 , 	964 
22,FREMONT,1140,Canon City RE-1,3802,Harrison School, 	-   , 	-   , 	60 , 	58 , 	71 , 	50 , 	52 , 	56 , 	78 , 	109 , 	69 , 	-   , 	-   , 	-   , 	-   , 	603 
22,FREMONT,1140,Canon City RE-1,5166,Lincoln School of Science and Technology, 	-   , 	-   , 	36 , 	51 , 	33 , 	48 , 	43 , 	48 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	259 
22,FREMONT,1140,Canon City RE-1,5704,McKinley Elementary School, 	64 , 	-   , 	29 , 	28 , 	35 , 	18 , 	23 , 	26 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	223 
22,FREMONT,1140,Canon City RE-1,6752,Mount View Core Knowledge Charter School, 	-   , 	-   , 	24 , 	28 , 	29 , 	27 , 	27 , 	30 , 	30 , 	28 , 	29 , 	-   , 	-   , 	-   , 	-   , 	252 
22,FREMONT,1140,Canon City RE-1,7950,Canon Exploratory School, 	-   , 	-   , 	46 , 	46 , 	40 , 	45 , 	45 , 	41 , 	29 , 	23 , 	25 , 	-   , 	-   , 	-   , 	-   , 	340 
22,FREMONT,1140,Canon City RE-1,9248,Washington Elementary School, 	-   , 	-   , 	54 , 	41 , 	54 , 	47 , 	60 , 	58 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	314 
22,FREMONT,1150,Fremont RE-2,3002,Florence Jr./Sr. High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	107 , 	119 , 	119 , 	104 , 	92 , 	57 , 	598 
22,FREMONT,1150,Fremont RE-2,3224,Fremont Elementary School, 	46 , 	-   , 	71 , 	65 , 	68 , 	59 , 	67 , 	66 , 	60 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	502 
22,FREMONT,1150,Fremont RE-2,6858,Penrose Elementary School, 	46 , 	-   , 	43 , 	47 , 	43 , 	27 , 	38 , 	39 , 	43 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	326 
22,FREMONT,1160,Cotopaxi RE-3,3220,Cotopaxi Elementary School, 	14 , 	-   , 	11 , 	11 , 	16 , 	15 , 	17 , 	9 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	93 
22,FREMONT,1160,Cotopaxi RE-3,3228,Cotopaxi Junior-Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	19 , 	23 , 	18 , 	12 , 	17 , 	12 , 	14 , 	115 
23,GARFIELD,1180,Roaring Fork RE-1,0429,Carbondale Community Charter School, 	-   , 	-   , 	15 , 	15 , 	15 , 	16 , 	15 , 	18 , 	16 , 	12 , 	13 , 	-   , 	-   , 	-   , 	-   , 	135 
23,GARFIELD,1180,Roaring Fork RE-1,0560,Basalt Elementary School, 	40 , 	-   , 	123 , 	83 , 	92 , 	78 , 	92 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	508 
23,GARFIELD,1180,Roaring Fork RE-1,0561,Basalt Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	109 , 	95 , 	100 , 	112 , 	-   , 	-   , 	-   , 	-   , 	416 
23,GARFIELD,1180,Roaring Fork RE-1,0570,Basalt High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	127 , 	103 , 	120 , 	101 , 	451 
23,GARFIELD,1180,Roaring Fork RE-1,1006,Bridges, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	1 , 	25 , 	60 , 	86 
23,GARFIELD,1180,Roaring Fork RE-1,1296,Carbondale Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	64 , 	87 , 	90 , 	107 , 	-   , 	-   , 	-   , 	-   , 	348 
23,GARFIELD,1180,Roaring Fork RE-1,2063,Crystal River Elementary School, 	36 , 	1 , 	72 , 	59 , 	63 , 	77 , 	66 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	374 
23,GARFIELD,1180,Roaring Fork RE-1,3460,Glenwood Springs Elementary School, 	45 , 	1 , 	82 , 	67 , 	59 , 	60 , 	66 , 	77 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	457 
23,GARFIELD,1180,Roaring Fork RE-1,3464,Glenwood Springs Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	132 , 	157 , 	133 , 	-   , 	-   , 	-   , 	-   , 	422 
23,GARFIELD,1180,Roaring Fork RE-1,3468,Glenwood Springs High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	295 , 	268 , 	229 , 	223 ," 	1,015 "
23,GARFIELD,1180,Roaring Fork RE-1,7298,Riverview School, 	30 , 	1 , 	36 , 	35 , 	42 , 	35 , 	39 , 	39 , 	37 , 	37 , 	33 , 	-   , 	-   , 	-   , 	-   , 	364 
23,GARFIELD,1180,Roaring Fork RE-1,7422,Roaring Fork High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	109 , 	103 , 	91 , 	82 , 	385 
23,GARFIELD,1180,Roaring Fork RE-1,8038,Sopris Elementary School, 	26 , 	-   , 	54 , 	55 , 	46 , 	52 , 	44 , 	68 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	345 
23,GARFIELD,1195,Garfield Re-2,0065,Coal Ridge High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	128 , 	128 , 	122 , 	120 , 	498 
23,GARFIELD,1195,Garfield Re-2,2573,Elk Creek Elementary, 	31 , 	1 , 	43 , 	28 , 	33 , 	38 , 	38 , 	38 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	250 
23,GARFIELD,1195,Garfield Re-2,3281,Graham Mesa Elementary School, 	39 , 	-   , 	71 , 	62 , 	64 , 	60 , 	56 , 	67 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	419 
23,GARFIELD,1195,Garfield Re-2,3967,Highland Elementary School, 	50 , 	-   , 	72 , 	69 , 	68 , 	46 , 	90 , 	68 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	463 
23,GARFIELD,1195,Garfield Re-2,4510,Kathryn Senor Elementary School, 	31 , 	-   , 	42 , 	42 , 	29 , 	63 , 	38 , 	43 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	288 
23,GARFIELD,1195,Garfield Re-2,7356,Rifle Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	216 , 	214 , 	203 , 	-   , 	-   , 	-   , 	-   , 	633 
23,GARFIELD,1195,Garfield Re-2,7360,Rifle High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	221 , 	190 , 	197 , 	171 , 	779 
23,GARFIELD,1195,Garfield Re-2,7388,Riverside School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	136 , 	172 , 	166 , 	-   , 	-   , 	-   , 	-   , 	474 
23,GARFIELD,1195,Garfield Re-2,7890,Cactus Valley Elementary School, 	46 , 	-   , 	71 , 	62 , 	66 , 	56 , 	70 , 	61 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	432 
23,GARFIELD,1195,Garfield Re-2,9231,Wamsley Elementary School, 	44 , 	-   , 	52 , 	59 , 	57 , 	66 , 	44 , 	56 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	378 
23,GARFIELD,1220,Garfield 16,3578,Bea Underwood Elementary School, 	-   , 	-   , 	-   , 	-   , 	108 , 	96 , 	77 , 	74 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	355 
23,GARFIELD,1220,Garfield 16,3583,Bea Underwood Pre-School, 	54 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	54 
23,GARFIELD,1220,Garfield 16,3585,Grand Valley Center for Family Learning, 	44 , 	-   , 	90 , 	89 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	223 
23,GARFIELD,1220,Garfield 16,3586,Grand Valley High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	103 , 	73 , 	81 , 	69 , 	326 
23,GARFIELD,1220,Garfield 16,8274,Grand Valley Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	86 , 	78 , 	103 , 	-   , 	-   , 	-   , 	-   , 	267 
24,GILPIN,1330,Gilpin County RE-1,1632,Gilpin County Elementary School, 	22 , 	-   , 	33 , 	27 , 	32 , 	31 , 	23 , 	35 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	203 
24,GILPIN,1330,Gilpin County RE-1,1634,Gilpin County Undivided High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	27 , 	32 , 	38 , 	37 , 	42 , 	31 , 	27 , 	234 
25,GRAND,1340,West Grand 1-JT,9420,West Grand High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	36 , 	27 , 	26 , 	28 , 	117 
25,GRAND,1340,West Grand 1-JT,9422,West Grand Elementary and Middle School, 	-   , 	-   , 	34 , 	29 , 	36 , 	26 , 	26 , 	32 , 	28 , 	42 , 	23 , 	-   , 	-   , 	-   , 	-   , 	276 
25,GRAND,1350,East Grand 2,2376,East Grand Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	94 , 	104 , 	104 , 	-   , 	-   , 	-   , 	-   , 	302 
25,GRAND,1350,East Grand 2,3182,Fraser Valley Elementary School, 	13 , 	-   , 	34 , 	32 , 	35 , 	51 , 	38 , 	38 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	241 
25,GRAND,1350,East Grand 2,3556,Granby Elementary School, 	29 , 	-   , 	56 , 	52 , 	41 , 	54 , 	49 , 	50 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	331 
25,GRAND,1350,East Grand 2,5864,Middle Park High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	123 , 	88 , 	101 , 	100 , 	412 
26,GUNNISON,1360,Gunnison Watershed RE1J,1447,Crested Butte Elementary School, 	-   , 	-   , 	54 , 	52 , 	63 , 	48 , 	69 , 	48 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	334 
26,GUNNISON,1360,Gunnison Watershed RE1J,2006,Crested Butte Secondary School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	67 , 	73 , 	78 , 	44 , 	48 , 	57 , 	54 , 	421 
26,GUNNISON,1360,Gunnison Watershed RE1J,3690,Gunnison Elementary School, 	-   , 	-   , 	96 , 	84 , 	83 , 	81 , 	89 , 	100 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	533 
26,GUNNISON,1360,Gunnison Watershed RE1J,3694,Gunnison High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	106 , 	96 , 	93 , 	98 , 	393 
26,GUNNISON,1360,Gunnison Watershed RE1J,3697,Gunnison Middle School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	96 , 	89 , 	100 , 	-   , 	-   , 	-   , 	-   , 	285 
26,GUNNISON,1360,Gunnison Watershed RE1J,3702,Lake Preschool, 	73 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	73 
26,GUNNISON,1360,Gunnison Watershed RE1J,5577,Marble Charter School, 	-   , 	-   , 	5 , 	5 , 	9 , 	3 , 	4 , 	5 , 	3 , 	5 , 	3 , 	-   , 	-   , 	-   , 	-   , 	42 
27,HINSDALE,1380,Hinsdale County RE 1,4899,Lake City Community School, 	8 , 	-   , 	5 , 	3 , 	4 , 	1 , 	8 , 	5 , 	5 , 	6 , 	6 , 	7 , 	5 , 	8 , 	6 , 	77 
28,HUERFANO,1390,Huerfano Re-1,0063,Peakview School, 	31 , 	-   , 	33 , 	31 , 	33 , 	30 , 	35 , 	27 , 	31 , 	26 , 	30 , 	-   , 	-   , 	-   , 	-   , 	307 
28,HUERFANO,1390,Huerfano Re-1,3306,Gardner Valley School, 	7 , 	-   , 	7 , 	6 , 	8 , 	11 , 	10 , 	6 , 	8 , 	8 , 	11 , 	-   , 	-   , 	-   , 	-   , 	82 
28,HUERFANO,1390,Huerfano Re-1,9212,John Mall High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	32 , 	27 , 	29 , 	35 , 	123 
28,HUERFANO,1400,La Veta Re-2,4860,La Veta Elementary School, 	9 , 	-   , 	13 , 	9 , 	16 , 	19 , 	10 , 	12 , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	88 
28,HUERFANO,1400,La Veta Re-2,4864,La Veta Junior-Senior High School, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	13 , 	10 , 	18 , 	22 , 	22 , 	19 , 	15 , 	119 
